index,project name,street name,tenure,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace,type of sale_New Sale,type of sale_Resale,type of sale_Sub Sale
1807,SHELFORD VILLAS,SHELFORD ROAD,999,1.0,4750000.0,-,2145.0,Land,-,2214.0,Jan-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1808,SERANGOON GARDEN ESTATE,BRIDPORT AVENUE,931,1.0,4750000.0,-,3619.0,Land,-,1313.0,Aug-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1809,GREENBANK PARK,GREENBANK PARK,999,1.0,4750000.0,-,3973.0,Land,-,1196.0,Mar-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1810,LANDED HOUSING DEVELOPMENT,JALAN SAYANG,999,1.0,4750000.0,-,4710.0,Land,-,1008.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1811,GARLICK VILLE,SIXTH CRESCENT,999,1.0,4750000.0,-,2717.0,Land,-,1748.0,Apr-2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1812,HOCK SWEE HILL,BEGONIA DRIVE,999,1.0,4750000.0,-,5332.0,Land,-,891.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1813,FRANKEL ESTATE,JEDBURGH GARDENS,999,1.0,4750000.0,-,3227.0,Land,-,1472.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1814,GAO MING HUA YUAN,SHAMAH TERRACE,999,1.0,4750000.0,-,5881.0,Land,-,808.0,Sep-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1815,LANDED HOUSING DEVELOPMENT,JALAN REMAJA,863,1.0,4750000.0,-,3299.0,Land,-,1440.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1816,SELETAR HILLS ESTATE,NIM GREEN,857,1.0,4750000.0,-,4563.0,Land,-,1041.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1817,LANDED HOUSING DEVELOPMENT,GREENWOOD AVENUE,999,1.0,4750000.0,-,3194.0,Land,-,1487.0,Apr-2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1818,TAI YUAN GARDEN,TAI YUAN HEIGHTS,999,1.0,4733000.0,-,3456.0,Land,-,1369.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1819,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,91,1.0,4732000.0,-,2674.0,Land,-,1770.0,Jul-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1820,LANDED HOUSING DEVELOPMENT,MAYFLOWER PLACE,999,1.0,4730000.0,-,3440.0,Land,-,1375.0,Aug-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1821,LANDED HOUSING DEVELOPMENT,JALAN CHORAK,999,1.0,4730000.0,-,2919.0,Land,-,1620.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1822,THE GREENWOOD,GREENWOOD AVENUE,999,1.0,4728000.0,-,2162.0,Land,-,2186.0,Nov-2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1823,LANDED HOUSING DEVELOPMENT,LIM TAI SEE WALK,999,1.0,4725000.0,-,3305.0,Land,-,1430.0,Oct-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1824,LANDED HOUSING DEVELOPMENT,JALAN JAMBU BATU,999,1.0,4725000.0,-,3051.0,Land,-,1549.0,Jun-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1825,LANDED HOUSING DEVELOPMENT,PALM DRIVE,999,1.0,4720000.0,-,3662.0,Land,-,1289.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1826,CLEMENTI GREEN,CLEMENTI CRESCENT,999,1.0,4718888.0,-,3382.0,Land,-,1395.0,Oct-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1827,BOUTIQUE @ KOVAN,LOWLAND ROAD,999,1.0,4718000.0,-,4506.0,Land,-,1047.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1828,OPERA ESTATE,FIDELIO STREET,999,1.0,4710000.0,-,2777.0,Land,-,1696.0,Dec-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1829,MERA TERRACE,SEAGULL WALK,999,1.0,4705000.0,-,5695.0,Land,-,826.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1830,LANDED HOUSING DEVELOPMENT,LUCKY CRESCENT,999,1.0,4701000.0,-,3599.0,Land,-,1306.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1831,LANDED HOUSING DEVELOPMENT,GLASGOW ROAD,856,1.0,4700000.0,-,2314.0,Land,-,2031.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1832,LANDED HOUSING DEVELOPMENT,JALAN ELOK,999,1.0,4700000.0,-,1658.0,Land,-,2835.0,Dec-2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1833,LANDED HOUSING DEVELOPMENT,KING'S ROAD,999,1.0,4700000.0,-,2274.0,Land,-,2066.0,Mar-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1834,LANDED HOUSING DEVELOPMENT,WESTLAKE AVENUE,999,1.0,4700000.0,-,4213.0,Land,-,1116.0,Dec-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1835,GREENBANK PARK,GREENBANK PARK,999,1.0,4700000.0,-,4751.0,Land,-,989.0,Jul-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1836,APOLLO GARDENS,SUNBIRD CIRCLE,999,1.0,4700000.0,-,3604.0,Land,-,1304.0,Nov-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1837,LANDED HOUSING DEVELOPMENT,JALAN ANGIN LAUT,999,1.0,4700000.0,-,4803.0,Land,-,979.0,Aug-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1838,ADELPHI PARK ESTATE,DAFFODIL DRIVE,999,1.0,4700000.0,-,4048.0,Land,-,1161.0,Apr-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1839,SERANGOON GARDEN ESTATE,PENSHURST PLACE,932,1.0,4700000.0,-,2702.0,Land,-,1740.0,Nov-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1840,LANDED HOUSING DEVELOPMENT,JALAN LEMBAH THOMSON,999,1.0,4700000.0,-,2300.0,Land,-,2043.0,Aug-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1841,EAST COAST HILL,SENNETT PLACE,999,1.0,4700000.0,-,4162.0,Land,-,1129.0,Sep-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1842,LANDED HOUSING DEVELOPMENT,MARTIA ROAD,999,1.0,4700000.0,-,3089.0,Land,-,1521.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1843,CORAL PARK,PEMIMPIN PLACE,999,1.0,4700000.0,-,4168.0,Land,-,1128.0,Sep-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1844,GOLDEN RISE ESTATE,KISMIS PLACE,999,1.0,4700000.0,-,4299.0,Land,-,1093.0,Dec-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1845,SEASIDE PARK,EAST COAST ROAD,999,1.0,4700000.0,-,2907.0,Land,-,1617.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1846,PICARDY GARDENS,JALAN PARI BURONG,999,1.0,4700000.0,-,4316.0,Land,-,1089.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1847,SERANGOON GARDEN ESTATE,MEDWAY DRIVE,932,1.0,4700000.0,-,4184.0,Land,-,1123.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1848,LANDED HOUSING DEVELOPMENT,JALAN SEAVIEW,999,1.0,4700000.0,-,3398.0,Land,-,1383.0,Oct-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1849,SELETAR HILLS ESTATE,JALAN JITONG,857,1.0,4700000.0,-,3446.0,Land,-,1364.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1850,FENGLI GARDENS,LORONG ONG LYE,999,1.0,4700000.0,-,4538.0,Land,-,1036.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1851,ADELPHI PARK ESTATE,ORCHID DRIVE,999,1.0,4700000.0,-,3683.0,Land,-,1276.0,Sep-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1852,LANDED HOUSING DEVELOPMENT,JALAN JAMBU BATU,999,1.0,4700000.0,-,3035.0,Land,-,1548.0,May-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1853,LANDED HOUSING DEVELOPMENT,JALAN NOVENA UTARA,999,1.0,4700000.0,-,2902.0,Land,-,1620.0,Nov-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1854,SELETAR HILLS ESTATE,JALAN LAKUM,857,1.0,4700000.0,-,3570.0,Land,-,1316.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1855,LAUW & SONS GARDEN,BINCHANG RISE,999,1.0,4700000.0,-,3782.0,Land,-,1243.0,Sep-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1856,LANDED HOUSING DEVELOPMENT,JALAN SENYUM,999,1.0,4700000.0,-,4000.0,Land,-,1175.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1857,CAYMAN RESIDENCES,EAST COAST AVENUE,999,1.0,4698888.0,-,1701.0,Land,-,2763.0,May-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1858,ISLAND PARK,JALAN TAMBUR,999,1.0,4698000.0,-,4616.0,Land,-,1018.0,Jul-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1859,SERANGOON GARDEN ESTATE,CRICHTON CLOSE,934,1.0,4688888.0,-,4031.0,Land,-,1163.0,Nov-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1860,SERANGOON GARDEN ESTATE,BERWICK DRIVE,933,1.0,4680000.0,-,4277.0,Land,-,1094.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1861,EAST VIEW GARDEN,UPPER CHANGI ROAD EAST,999,1.0,4680000.0,-,3975.0,Land,-,1177.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1862,LANDED HOUSING DEVELOPMENT,GALISTAN AVENUE,999,1.0,4680000.0,-,3643.0,Land,-,1285.0,Feb-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1863,NANYANG PARK,JALAN LIMBOK,859,1.0,4680000.0,-,3014.0,Land,-,1553.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1864,SELETAR HILLS ESTATE,JALAN JARAK,857,1.0,4680000.0,-,3496.0,Land,-,1339.0,May-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1865,LANDED HOUSING DEVELOPMENT,JALAN BAIDURI,999,1.0,4680000.0,-,3217.0,Land,-,1455.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1866,LANDED HOUSING DEVELOPMENT,SUNSHINE TERRACE,999,1.0,4680000.0,-,2801.0,Land,-,1671.0,Jan-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1867,LANDED HOUSING DEVELOPMENT,FABER HEIGHTS,999,1.0,4680000.0,-,3993.0,Land,-,1172.0,Jul-2020,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1868,LANDED HOUSING DEVELOPMENT,JALAN KATHI,999,1.0,4680000.0,-,4601.0,Land,-,1017.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1869,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,933,1.0,4680000.0,-,2800.0,Land,-,1672.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1870,LANDED HOUSING DEVELOPMENT,JALAN BAIDURI,999,1.0,4680000.0,-,2627.0,Land,-,1781.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1871,FUDU PARK,LENTOR GROVE,999,1.0,4680000.0,-,4961.0,Land,-,943.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1872,SERANGOON PARK,JALAN GIRANG,999,1.0,4680000.0,-,3842.0,Land,-,1218.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1873,ENG KONG PARK,ENG KONG GARDEN,999,1.0,4680000.0,-,3696.0,Land,-,1266.0,Jun-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1874,CAYMAN RESIDENCES,EAST COAST AVENUE,999,1.0,4675000.0,-,1679.0,Land,-,2784.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1875,LANDED HOUSING DEVELOPMENT,JALAN SENTOSA,999,1.0,4670000.0,-,4618.0,Land,-,1011.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1876,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,91,1.0,4670000.0,-,2164.0,Land,-,2158.0,Sep-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1877,LANDED HOUSING DEVELOPMENT,ENG KONG LANE,999,1.0,4670000.0,-,4267.0,Land,-,1094.0,Apr-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1878,MOUNT SINAI,MOUNT SINAI DRIVE,863,1.0,4660000.0,-,1863.0,Land,-,2501.0,Oct-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1879,FRANKEL ESTATE,FRANKEL AVENUE,999,1.0,4660000.0,-,3962.0,Land,-,1176.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1880,SERANGOON GARDEN ESTATE,BORTHWICK DRIVE,933,1.0,4650000.0,-,2800.0,Land,-,1661.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1881,LANDED HOUSING DEVELOPMENT,JALAN TANAH PUTEH,999,1.0,4650000.0,-,3306.0,Land,-,1407.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1882,MING PARK,JALAN BINCHANG,999,1.0,4650000.0,-,3525.0,Land,-,1319.0,Jun-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1883,LANDED HOUSING DEVELOPMENT,LEMON AVENUE,999,1.0,4650000.0,-,2944.0,Land,-,1580.0,Nov-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1884,LANDED HOUSING DEVELOPMENT,CHU YEN STREET,863,1.0,4650000.0,-,6221.0,Land,-,748.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1885,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,999,1.0,4650000.0,-,1474.0,Land,-,3156.0,Jun-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1886,LANDED HOUSING DEVELOPMENT,JALAN SENYUM,999,1.0,4650000.0,-,3934.0,Land,-,1182.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1887,BAN GUAN PARK,GREENLEAF GROVE,999,1.0,4650000.0,-,2410.0,Land,-,1929.0,May-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1888,FRANKEL ESTATE,DUNBAR WALK,999,1.0,4650000.0,-,3860.0,Land,-,1205.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1889,BLAIR PLAIN CONSERVATION AREA,EVERTON ROAD,999,1.0,4650000.0,-,1295.0,Land,-,3591.0,Dec-2019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1890,LANDED HOUSING DEVELOPMENT,JALAN SAYANG,999,1.0,4650000.0,-,4000.0,Land,-,1163.0,May-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1891,PASIR RIS BEACH PARK,PASIR RIS WAY,852,1.0,4650000.0,-,4003.0,Land,-,1162.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1892,TAI KENG GARDENS,TAI KENG GARDENS,999,1.0,4648000.0,-,5219.0,Land,-,891.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1893,SELETAR HILLS ESTATE,SELETAR HILLS DRIVE,857,1.0,4638888.0,-,4188.0,Land,-,1108.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1894,LANDED HOUSING DEVELOPMENT,WISHART ROAD,999,1.0,4630000.0,-,3814.0,Land,-,1214.0,Jul-2021,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1895,CHENG SOON GARDEN,KISMIS AVENUE,999,1.0,4630000.0,-,4000.0,Land,-,1158.0,Jun-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1896,LANDED HOUSING DEVELOPMENT,SURIN LANE,999,1.0,4630000.0,-,4214.0,Land,-,1099.0,Apr-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1897,LANDED HOUSING DEVELOPMENT,JALAN SENANG,999,1.0,4630000.0,-,2939.0,Land,-,1576.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1898,CHENG SOON GARDEN,CHENG SOON CRESCENT,999,1.0,4630000.0,-,3993.0,Land,-,1159.0,Jul-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1899,LANDED HOUSING DEVELOPMENT,MAYFLOWER PLACE,999,1.0,4630000.0,-,3446.0,Land,-,1344.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1900,FRANKEL ESTATE,DUNBAR WALK,999,1.0,4630000.0,-,4250.0,Land,-,1090.0,Jul-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1901,LANDED HOUSING DEVELOPMENT,SUNSHINE TERRACE,999,1.0,4628000.0,-,2801.0,Land,-,1652.0,Mar-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1902,HOLLAND GREEN,HOLLAND GREEN,73,1.0,4625000.0,-,4405.0,Land,-,1050.0,Dec-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1903,LANDED HOUSING DEVELOPMENT,MUGLISTON ROAD,999,1.0,4620000.0,-,5117.0,Land,-,903.0,Apr-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1904,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,91,1.0,4619000.0,-,2616.0,Land,-,1766.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1905,HOOVER PARK,LORONG PISANG EMAS,999,1.0,4618000.0,-,3383.0,Land,-,1365.0,Mar-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1906,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,999,1.0,4610000.0,-,2911.0,Land,-,1584.0,Jun-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1907,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,91,1.0,4609000.0,-,2551.0,Land,-,1807.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1908,BEDOKVILLE,JALAN LIMAU BALI,999,1.0,4608888.0,-,3589.0,Land,-,1284.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1909,JADE VINE GARDENS,KANG CHOO BIN WALK,861,1.0,4608000.0,-,2877.0,Land,-,1602.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1910,OPERA ESTATE,TOSCA STREET,999,1.0,4600000.0,-,3000.0,Land,-,1533.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
