index,project name,street name,tenure,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace
2459,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,91,New Sale,1.0,4250000.0,-,2665.0,Land,-,1595.0,May-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2460,LANDED HOUSING DEVELOPMENT,SECOND STREET,999,Resale,1.0,2680000.0,-,1680.0,Land,-,1595.0,Mar-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2461,VILLAS SIX,PASIR PANJANG ROAD,999,Resale,1.0,2900000.0,-,1818.0,Land,-,1595.0,Nov-2016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2462,LUCKY PARK,LANTANA AVENUE,999,Resale,1.0,6100000.0,-,3823.0,Land,-,1595.0,Jan-2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2463,TAI HWAN PARK,TAI HWAN CRESCENT,999,Resale,1.0,2700000.0,-,1693.0,Land,-,1595.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2464,OPERA ESTATE,NORMA TERRACE,999,Resale,1.0,2550000.0,-,1600.0,Land,-,1594.0,Oct-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2465,SERANGOON GARDEN ESTATE,CONISTON GROVE,934,Resale,1.0,4208000.0,-,2640.0,Land,-,1594.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2466,SPRINGLEAF GREEN,SPRINGLEAF CRESCENT,999,Resale,1.0,3450000.0,-,2165.0,Land,-,1594.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2467,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,999,Resale,1.0,11200000.0,-,7027.0,Land,-,1594.0,Jun-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2468,OPERA ESTATE,JALAN BANGSAWAN,999,Resale,1.0,2550000.0,-,1600.0,Land,-,1594.0,Aug-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2469,PALM GROVE TERRACE,PALM GROVE AVENUE,856,Resale,1.0,2600000.0,-,1631.0,Land,-,1594.0,Nov-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2470,OPERA ESTATE,FIDELIO STREET,999,Resale,1.0,4450000.0,-,2792.0,Land,-,1594.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2471,LANDED HOUSING DEVELOPMENT,UPPER PAYA LEBAR ROAD,999,Resale,1.0,2550000.0,-,1600.0,Land,-,1594.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2472,THOMSON GARDEN ESTATE,JALAN RABU,999,Resale,1.0,3300000.0,-,2070.0,Land,-,1594.0,Jun-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2473,CORAL ISLAND,CORAL ISLAND,83,Resale,1.0,9888000.0,-,6203.0,Land,-,1594.0,Jul-2021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2474,SEMBAWANG HILLS ESTATE,JALAN CHENGAM,999,Resale,1.0,3100000.0,-,1946.0,Land,-,1593.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2475,MING TECK PARK,MING TECK PARK,854,Resale,1.0,5600000.0,-,3516.0,Land,-,1593.0,Jul-2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2476,SELETAR HILLS ESTATE,NIM GREEN,857,Resale,1.0,2888000.0,-,1813.0,Land,-,1593.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2477,LANDED HOUSING DEVELOPMENT,JALAN NOVENA,999,Resale,1.0,8200000.0,-,5148.0,Land,-,1593.0,Mar-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2478,LANDED HOUSING DEVELOPMENT,ST. XAVIER'S LANE,999,Resale,1.0,3600000.0,-,2260.0,Land,-,1593.0,Feb-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2479,LANDED HOUSING DEVELOPMENT,MACPHERSON ROAD,999,Resale,1.0,2388000.0,-,1499.0,Land,-,1593.0,Feb-2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2480,BEDOKVILLE,JALAN LIMAU PURUT,856,Resale,1.0,5550000.0,-,3484.0,Land,-,1593.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2481,PAVILION PARK,PAVILION GROVE,999,Resale,1.0,3430000.0,-,2153.0,Land,-,1593.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2482,LANDED HOUSING DEVELOPMENT,JALAN TANJONG,999,Resale,1.0,3250000.0,-,2041.0,Land,-,1592.0,Nov-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2483,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,999,Resale,1.0,2800000.0,-,1759.0,Land,-,1592.0,Jan-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2484,LANDED HOUSING DEVELOPMENT,EE TEOW LENG ROAD,999,Resale,1.0,3300000.0,-,2073.0,Land,-,1592.0,Sep-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2485,LANDED HOUSING DEVELOPMENT,FABER CRESCENT,999,Resale,1.0,3400000.0,-,2136.0,Land,-,1592.0,Apr-2021,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2486,SERANGOON GARDEN ESTATE,BLOXHOME DRIVE,933,Resale,1.0,4460000.0,-,2801.0,Land,-,1592.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2487,MIMOSA TERRACE,MIMOSA VIEW,999,Resale,1.0,2570000.0,-,1616.0,Land,-,1591.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2488,LANDED HOUSING DEVELOPMENT,JALAN JAMBU MAWAR,853,Resale,1.0,4770000.0,-,2998.0,Land,-,1591.0,Oct-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2489,FORTUNA HILL,JANSEN ROAD,854,Resale,1.0,4850000.0,-,3048.0,Land,-,1591.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2490,LANDED HOUSING DEVELOPMENT,BEDOK ROAD,999,Resale,1.0,6138000.0,-,3859.0,Land,-,1591.0,Nov-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2491,HONG KONG PARK,SIAN TUAN AVENUE,857,Resale,1.0,7500000.0,-,4714.0,Land,-,1591.0,Jan-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2492,LANDED HOUSING DEVELOPMENT,NAMLY HILL,999,Resale,1.0,18550000.0,-,11667.0,Land,-,1590.0,May-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2493,TAI HWAN PARK,TAI HWAN DRIVE,999,Resale,1.0,2700000.0,-,1699.0,Land,-,1590.0,Oct-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2494,CHIP THYE GARDEN,YIO CHU KANG GARDENS,999,Resale,1.0,3060000.0,-,1925.0,Land,-,1590.0,Jul-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2495,LANDED HOUSING DEVELOPMENT,KING'S ROAD,999,Resale,1.0,5600000.0,-,3524.0,Land,-,1589.0,Oct-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2496,SERANGOON GARDEN ESTATE,BLOXHOME DRIVE,933,Resale,1.0,4450000.0,-,2800.0,Land,-,1589.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2497,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,934,Resale,1.0,4450000.0,-,2800.0,Land,-,1589.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2498,WESTPEAK TERRACE,WEST COAST WALK,999,Resale,1.0,3150000.0,-,1983.0,Land,-,1589.0,Dec-2020,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2499,PEOPLE'S GARDEN,LORONG 7 REALTY PARK,854,Resale,1.0,3000000.0,-,1888.0,Land,-,1589.0,Oct-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2500,LANDED HOUSING DEVELOPMENT,MOONBEAM VIEW,863,Resale,1.0,5600000.0,-,3525.0,Land,-,1589.0,Mar-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2501,SEMBAWANG SPRINGS ESTATE,JALAN SAJAK,999,Resale,1.0,6300000.0,-,3967.0,Land,-,1588.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2502,LANDED HOUSING DEVELOPMENT,GREENLEAF VIEW,999,Resale,1.0,5700000.0,-,3589.0,Land,-,1588.0,Mar-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2503,GOLDEN HILL ESTATE,LI HWAN DRIVE,999,Resale,1.0,3980000.0,-,2506.0,Land,-,1588.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2504,SEMBAWANG SPRINGS ESTATE,JALAN SALANG,999,Resale,1.0,4880000.0,-,3073.0,Land,-,1588.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2505,MACPHERSON GARDEN ESTATE,JALAN MULIA,999,Resale,1.0,1405000.0,-,885.0,Land,-,1588.0,Apr-2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2506,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,999,Resale,1.0,2950000.0,-,1858.0,Land,-,1588.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2507,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,999,Resale,1.0,4430000.0,-,2790.0,Land,-,1588.0,Jul-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2508,LANDED HOUSING DEVELOPMENT,LORONG MYDIN,999,Resale,1.0,7600000.0,-,4788.0,Land,-,1587.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2509,CHENG SOON GARDEN,CHENG SOON GARDEN,999,Resale,1.0,3200000.0,-,2016.0,Land,-,1587.0,Sep-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2510,THE SPRINGSIDE,SPRINGSIDE VIEW,999,Resale,1.0,2820000.0,-,1778.0,Land,-,1586.0,Sep-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2511,HAUS@SERANGOON GARDEN,SERANGOON GARDEN PLACE,89,Resale,1.0,2880000.0,-,1816.0,Land,-,1586.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2512,PAVILION PARK,PAVILION RISE,999,Resale,1.0,2560000.0,-,1615.0,Land,-,1586.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2513,SERANGOON GARDEN ESTATE,BERWICK DRIVE,934,Resale,1.0,3580000.0,-,2257.0,Land,-,1586.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2514,LANDED HOUSING DEVELOPMENT,WATTEN VIEW,999,Resale,1.0,6300000.0,-,3973.0,Land,-,1586.0,Jul-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2515,MERA TERRACE,SEAGULL WALK,999,Resale,1.0,2560000.0,-,1615.0,Land,-,1586.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2516,SERANGOON GARDEN ESTATE,COWDRAY AVENUE,932,Resale,1.0,3430000.0,-,2164.0,Land,-,1585.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2517,LANDED HOUSING DEVELOPMENT,GENTLE ROAD,999,Resale,1.0,8300000.0,-,5237.0,Land,-,1585.0,Sep-2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2518,FRANKEL ESTATE,SIGLAP PLAIN,999,Resale,1.0,9500000.0,-,5996.0,Land,-,1585.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2519,LANDED HOUSING DEVELOPMENT,GREENLEAF DRIVE,999,Resale,1.0,11980000.0,-,7558.0,Land,-,1585.0,Jun-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2520,LANDED HOUSING DEVELOPMENT,MATLOCK RISE,999,Resale,1.0,8000000.0,-,5046.0,Land,-,1585.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2521,MAYFLOWER GARDENS,MAYFLOWER WAY,999,Resale,1.0,3222000.0,-,2032.0,Land,-,1585.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2522,LANDED HOUSING DEVELOPMENT,JALAN ANGIN LAUT,999,Resale,1.0,4100000.0,-,2587.0,Land,-,1585.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2523,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,999,Resale,1.0,4610000.0,-,2911.0,Land,-,1584.0,Jun-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2524,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,999,Resale,1.0,3650000.0,-,2305.0,Land,-,1584.0,Dec-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2525,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,91,New Sale,1.0,6000000.0,-,3787.0,Land,-,1584.0,Jul-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2526,EAST COAST PARK,SECOND STREET,999,Resale,1.0,5430000.0,-,3427.0,Land,-,1584.0,Jun-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2527,LANDED HOUSING DEVELOPMENT,PROME ROAD,999,Resale,1.0,1740000.0,-,1099.0,Land,-,1583.0,Nov-2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2528,THE INGLEWOOD,THE INGLEWOOD,999,Resale,1.0,2668000.0,-,1686.0,Land,-,1583.0,May-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2529,SARINA TERRACE,LORONG SARINA,999,Resale,1.0,2820000.0,-,1781.0,Land,-,1583.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2530,LANDED HOUSING DEVELOPMENT,JALAN LANGGAR BEDOK,999,Resale,1.0,6880000.0,-,4350.0,Land,-,1582.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2531,RAFFLES PARK,ORIOLE CRESCENT,999,Resale,1.0,15500000.0,-,9795.0,Land,-,1582.0,Jan-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2532,HILLVIEW GARDEN ESTATE,CHU YEN STREET,863,Resale,1.0,5250000.0,-,3319.0,Land,-,1582.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2533,GREENBANK PARK,GREENBANK PARK,999,Resale,1.0,6300000.0,-,3982.0,Land,-,1582.0,Jun-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2534,LANDED HOUSING DEVELOPMENT,TOH TUCK DRIVE,863,Resale,1.0,3750000.0,-,2372.0,Land,-,1581.0,Sep-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2535,LANDED HOUSING DEVELOPMENT,EVERGREEN GARDENS,999,Resale,1.0,3200000.0,-,2024.0,Land,-,1581.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2536,EDEN PARK,REDWOOD AVENUE,999,Resale,1.0,5100000.0,-,3226.0,Land,-,1581.0,Dec-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2537,LANDED HOUSING DEVELOPMENT,LORONG ABU TALIB,999,Resale,1.0,4500000.0,-,2846.0,Land,-,1581.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2538,LANDED HOUSING DEVELOPMENT,JANSEN ROAD,854,Resale,1.0,2100000.0,-,1328.0,Land,-,1581.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2539,LANDED HOUSING DEVELOPMENT,JALAN GENENG,999,Resale,1.0,3150000.0,-,1993.0,Land,-,1580.0,Jan-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2540,THE SPRINGSIDE,SPRINGSIDE LINK,999,Resale,1.0,2918888.0,-,1847.0,Land,-,1580.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2541,FLORENCE GROVE,FLORENCE ROAD,999,Resale,1.0,3420000.0,-,2165.0,Land,-,1580.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2542,LANDED HOUSING DEVELOPMENT,LEMON AVENUE,999,Resale,1.0,4650000.0,-,2944.0,Land,-,1580.0,Nov-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2543,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,999,Resale,1.0,10380000.0,-,6568.0,Land,-,1580.0,Oct-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2544,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,999,Resale,1.0,2325000.0,-,1471.0,Land,-,1580.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2545,LANDED HOUSING DEVELOPMENT,JALAN HAJI SALAM,999,Resale,1.0,2740000.0,-,1734.0,Land,-,1580.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2546,LANDED HOUSING DEVELOPMENT,BO SENG AVENUE,999,Resale,1.0,6900000.0,-,4366.0,Land,-,1580.0,Mar-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2547,LANDED HOUSING DEVELOPMENT,KINGSMEAD ROAD,999,Resale,1.0,15000000.0,-,9494.0,Land,-,1580.0,Sep-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2548,SERANGOON GARDEN ESTATE,CARISBROOKE GROVE,934,Resale,1.0,2900000.0,-,1835.0,Land,-,1580.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2549,LANDED HOUSING DEVELOPMENT,JALAN CHORAK,999,Resale,1.0,3285000.0,-,2080.0,Land,-,1580.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2550,LANDED HOUSING DEVELOPMENT,CARPMAEL ROAD,999,Resale,1.0,2880000.0,-,1824.0,Land,-,1579.0,Nov-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2551,MIMOSA TERRACE,MIMOSA VIEW,999,Resale,1.0,2550000.0,-,1615.0,Land,-,1579.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2552,MAYFLOWER GARDENS,MAYFLOWER LANE,999,Resale,1.0,3200000.0,-,2027.0,Land,-,1579.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2553,MIMOSA TERRACE,MIMOSA DRIVE,999,Resale,1.0,2550000.0,-,1615.0,Land,-,1579.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2554,LANDED HOUSING DEVELOPMENT,NAMLY AVENUE,999,Resale,1.0,5100000.0,-,3229.0,Land,-,1579.0,Dec-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2555,LANDED HOUSING DEVELOPMENT,HILLCREST ROAD,999,Resale,1.0,5600000.0,-,3548.0,Land,-,1578.0,Sep-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2556,LANDED HOUSING DEVELOPMENT,LORONG PISANG ASAM,999,Resale,1.0,2900000.0,-,1837.0,Land,-,1578.0,Oct-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2557,PAVILION PARK,PAVILION CIRCLE,999,Resale,1.0,2550000.0,-,1616.0,Land,-,1578.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2558,SERANGOON GARDEN ESTATE,COWDRAY AVENUE,932,Resale,1.0,3410000.0,-,2161.0,Land,-,1578.0,May-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2559,SERANGOON GARDEN ESTATE,COLCHESTER GROVE,934,Resale,1.0,4920000.0,-,3119.0,Land,-,1577.0,Sep-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2560,SERANGOON GARDEN ESTATE,BERWICK DRIVE,933,Resale,1.0,4180000.0,-,2650.0,Land,-,1577.0,Nov-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2561,SAVOY PARK,ENG KONG DRIVE,999,Resale,1.0,3000000.0,-,1902.0,Land,-,1577.0,Nov-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2562,CORAL PARK,PEMIMPIN TERRACE,999,Resale,1.0,2650000.0,-,1680.0,Land,-,1577.0,Nov-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2563,LAUW & SONS GARDEN,BINCHANG RISE,999,Resale,1.0,4380000.0,-,2778.0,Land,-,1577.0,Mar-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
